123 7515397.1036 4697826.5407 0.0000 "1"
124 7515376.8881 4697834.2833 0.0000 "2"
125 7515372.3005 4697834.8133 0.0000 "3"
126 7515362.0533 4697817.5184 0.0000 "4"
127 7515361.3022 4697836.0839 0.0000 "5"
128 7515351.5524 4697847.8822 0.0000 "6"
129 7515349.5085 4697844.4326 0.0000 "7"
130 7515342.0321 4697831.8141 0.0000 "8"
